0 0 54.0 180.0
0 1 78.0 180.0
0 2 78.0 0.0
0 3 54.0 0.0
1 0 54.0 180.0
1 1 78.0 180.0
1 2 78.0 0.0
1 3 54.0 0.0
2 0 54.0 207.692307692
2 1 78.0 207.692307692
2 2 78.0 27.6923076923
2 3 54.0 27.6923076923
3 0 54.0 207.692307692
3 1 78.0 207.692307692
3 2 78.0 27.6923076923
3 3 54.0 27.6923076923
4 0 54.0 235.384615385
4 1 78.0 235.384615385
4 2 78.0 55.3846153846
4 3 54.0 55.3846153846
5 0 54.0 235.384615385
5 1 78.0 235.384615385
5 2 78.0 55.3846153846
5 3 54.0 55.3846153846
6 0 54.0 263.076923077
6 1 78.0 263.076923077
6 2 78.0 83.0769230769
6 3 54.0 83.0769230769
7 0 54.0 263.076923077
7 1 78.0 263.076923077
7 2 78.0 83.0769230769
7 3 54.0 83.0769230769
8 0 54.0 290.769230769
8 1 78.0 290.769230769
8 2 78.0 110.769230769
8 3 54.0 110.769230769
9 0 54.0 290.769230769
9 1 78.0 290.769230769
9 2 78.0 110.769230769
9 3 54.0 110.769230769
10 0 54.0 318.461538462
10 1 78.0 318.461538462
10 2 78.0 138.461538462
10 3 54.0 138.461538462
11 0 54.0 318.461538462
11 1 78.0 318.461538462
11 2 78.0 138.461538462
11 3 54.0 138.461538462
12 0 0.0 130.153846154
12 1 0.0 154.153846154
12 2 0.0 178.153846154
12 3 0.0 202.153846154
13 0 0.0 130.153846154
13 1 0.0 154.153846154
13 2 0.0 178.153846154
13 3 0.0 202.153846154
14 0 0.0 157.846153846
14 1 0.0 181.846153846
14 2 0.0 205.846153846
14 3 0.0 229.846153846
15 0 0.0 157.846153846
15 1 0.0 181.846153846
15 2 0.0 205.846153846
15 3 0.0 229.846153846
16 0 0.0 185.538461538
16 1 0.0 209.538461538
16 2 0.0 233.538461538
16 3 0.0 257.538461538
17 0 0.0 185.538461538
17 1 0.0 209.538461538
17 2 0.0 233.538461538
17 3 0.0 257.538461538
18 0 0.0 213.230769231
18 1 0.0 237.230769231
18 2 0.0 261.230769231
18 3 0.0 285.230769231
19 0 0.0 213.230769231
19 1 0.0 237.230769231
19 2 0.0 261.230769231
19 3 0.0 285.230769231
20 0 0.0 240.923076923
20 1 0.0 264.923076923
20 2 0.0 288.923076923
20 3 0.0 312.923076923
21 0 0.0 240.923076923
21 1 0.0 264.923076923
21 2 0.0 288.923076923
21 3 0.0 312.923076923
22 0 0.0 268.615384615
22 1 0.0 292.615384615
22 2 0.0 316.615384615
22 3 0.0 340.615384615
23 0 0.0 268.615384615
23 1 0.0 292.615384615
23 2 0.0 316.615384615
23 3 0.0 340.615384615
24 0 0.0 296.307692308
24 1 0.0 320.307692308
24 2 0.0 344.307692308
24 3 0.0 8.30769230769
25 0 0.0 296.307692308
25 1 0.0 320.307692308
25 2 0.0 344.307692308
25 3 0.0 8.30769230769
